"study","author","year","class","order","family","genus","species","common_name","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...42","ref","t1","t2","dose","units...48","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","CORT_values_available","observation","species_phylo","SMDH","v_SMDH","species_phylo2"
"Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","NA","NA","brain","NAcC","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",34.92,2.97254100055828,10,32.67,4.90153037326099,10,"1","No",1438,"Rattus_norvegicus",0.531572274207661,0.231748308931536,"Rattus_norvegicus"
"Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","NA","NA","brain","dCA1","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",21,3.47850542618522,10,21.43,1.80249826629598,10,"1","No",1439,"Rattus_norvegicus",-0.148644417351024,0.223040065564664,"Rattus_norvegicus"
"Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","NA","NA","brain","dCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",20.44,3.76311041560037,10,23.32,2.84604989415154,10,"1","No",1440,"Rattus_norvegicus",-0.826685544196709,0.242613075201831,"Rattus_norvegicus"
"Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","NA","NA","brain","dDG","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",28.29,3.73148763899869,10,34.27,2.78280434094817,10,"1","No",1441,"Rattus_norvegicus",-1.73985061504922,0.313147854996062,"Rattus_norvegicus"
"Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","NA","NA","brain","vCA","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",21.7,2.56144490473639,10,23.89,1.92898937270271,10,"1","No",1442,"Rattus_norvegicus",-0.924965438517954,0.247800941663958,"Rattus_norvegicus"
"Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","NA","NA","brain","vCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",20.21,2.68793601114312,10,22.83,3.19390043677006,10,"1","No",1443,"Rattus_norvegicus",-0.850007244089865,0.242877355467954,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","infralimbic (IL)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",28.0851063829787,2.69130013631356,3,24.468085106383,5.15930027786471,3,"1","no",1619,"Rattus_norvegicus",0.701379683528007,1.08162432214212,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","prelimbic (PL)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",28.5106382978723,6.05542530670546,3,24.6808510638298,5.15930027786481,3,"1","no",1620,"Rattus_norvegicus",0.543217782960034,1.03781583765385,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","cingulate (CG)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",27.6750266983648,5.23228085905563,3,24.5162592227404,2.60530750337032,3,"1","no",1621,"Rattus_norvegicus",0.609797838190976,1.06336316108075,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","septum medial (MS)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",25.7195992134545,2.85397137766665,3,23.7641717285441,3.12636900404428,3,"1","no",1622,"Rattus_norvegicus",0.521237701281963,1.03424176284194,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","septum lateral (LS)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",33.0900566565781,5.23228085905559,3,30.8337941739892,4.16849200539241,3,"1","no",1623,"Rattus_norvegicus",0.380568794654562,1.01900807571702,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","thalamus anterodorsal (AD)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",41.814271589255,3.80529517022229,3,38.5050866147913,4.68955350606653,3,"1","no",1624,"Rattus_norvegicus",0.618294269546656,1.04981294186282,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","thalamus anteroventral (AV)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",35.6471541368454,4.75661896277792,3,32.3379691623818,5.7316765074146,3,"1","no",1625,"Rattus_norvegicus",0.501322858386548,1.03248310819797,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","thalamus anteromedial (AM)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",26.62210420649,4.75661896277792,3,26.020434211133,4.16849200539246,3,"1","no",1626,"Rattus_norvegicus",0.10734304736035,1.00146511723334,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","retrosplenial agranular (RSA)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",33.8421441507743,4.75661896277783,3,27.3741917006863,3.12636900404428,3,"1","no",1627,"Rattus_norvegicus",1.28218887952441,1.23783245148865,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","retrosplenial granular (RSG)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",32.7892216588995,5.70794275533343,3,26.62210420649,4.68955350606648,3,"1","no",1628,"Rattus_norvegicus",0.941998615093136,1.11509605030409,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","amygdala basolateral (BLA)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",30.6833766751499,8.56191413300012,3,30.5329592,4.68955351,3,"1","no",1629,"Rattus_norvegicus",0.0173864457418847,1.00004874178402,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","amygdala central (CeA)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",28.5775316914003,9.5132379255558,3,27.6750267,2.084246,3,"1","no",1630,"Rattus_norvegicus",0.104567246444831,1.00249464212083,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","amygdala lateral (LaA)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",23.1625017331871,8.56191413300021,3,23.1625017331871,3.12636900404438,3,"1","no",1631,"Rattus_norvegicus",0,1,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","CA1","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",24.3658417239011,7.61059034044462,3,21.8087442,1.5631845,3,"1","no",1632,"Rattus_norvegicus",0.371373640951664,1.03180114109821,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","CA3","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",25.7195992134545,6.65926654788898,3,25.1179292,2.6053075,3,"1","no",1633,"Rattus_norvegicus",0.0949425395585233,1.00173465912667,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","dentate gyrus (DG)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",38.5050866147913,9.98889982183351,3,37.0009116,5.73167651,3,"1","no",1634,"Rattus_norvegicus",0.147377830740906,1.003406348,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","entorhinal cortex ENT","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",28.5775316914003,8.08625223672241,3,26.4716867,7.29486101,3,"1","no",1635,"Rattus_norvegicus",0.218189872370852,1.00601353554104,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","medial medial mammillary (MMM)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",25.2683467169367,7.13492844416677,3,24.2154242,2.084246,3,"1","no",1636,"Rattus_norvegicus",0.159838089498414,1.0054616675731,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","medial lateral mammillary (MML)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",25.2683467169367,7.13492844416677,3,23.3129192,2.6053075,3,"1","no",1637,"Rattus_norvegicus",0.290488088361757,1.01671607479321,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","mammillary lateral (ML)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",28.7279491902396,4.28095706650013,3,24.2154242,6.77379951,3,"1","no",1638,"Rattus_norvegicus",0.635433520145067,1.05976848213876,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","ventral tegmental area (VTA)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",20.1541517564019,6.18360465161123,3,19.5524818,3.126369,3,"1","no",1639,"Rattus_norvegicus",0.0979811049715879,1.00162179693625,"Rattus_norvegicus"
"N9","Banqueri","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","11","10","days",10,"days","NA","NA","NA","care deprivation","NA","NA","NA","NA","brain","supramammillary (SuM)","NA","1","NA","NA","NA","metabolic capacity","CcO","cytochrome c oxidase (COx)","CO units","figure4","maternal deprivation (MS10)","control",4,"hours/day",26.4716867076507,7.13492844416682,3,25.2683467,3.126369,3,"1","no",1640,"Rattus_norvegicus",0.174307336116048,1.00554294571904,"Rattus_norvegicus"
