"study","author","year","class","order","family","genus","species","common_name","prenatal_dev_time","postnatal_dev_time","age_sexual_maturity","life_expectancy","unit_dev_time","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","relative_prenatal_start","relative_prenatal_end","relative_prenatal_duration","relative_postnatal_start","relative_postnatal_end","relative_postnatal_duration","relative_total_duration","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","relative_treatment_delay","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...55","ref","t1","t2","dose","units...61","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","CORT_values_available","observation","species_phylo","species_phylo2","SMDH","v_SMDH"
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","1","NA","NA","NA","metabolic capacity","membrane potential","membrane potential","fluorescent intensity","figure5b","stress","control",24,"hours/day",98.0109298739837,14.5571473217084,8,100.287995530728,19.7977203575234,8,2,"NA",957,"Rattus_norvegicus","Rattus_norvegicus",0.123875763198569,0.286311045214792
"s69","Raap","2016","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","13","15","2","days",2,"days","NA","NA","NA","0.68421052631578949","0.78947368421052633","0.10526315789473684",0.0625,"NA","0","days",0,"disturbance","NA","NA","NA","NA","erythrocyte","erythrocyte","NA","NA","NA","non-enzymatic","NA","antioxidant","GSH","reduced glutathione","umol/g","tableS7","light","control",3,"lux/12hours/day",2.314,1.263,48,3.033,1.297,48,1,"NA",958,"Parus_major","Parus_major",-0.557173859604907,0.044205647183626
"s69","Raap","2016","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","13","15","2","days",2,"days","NA","NA","NA","0.68421052631578949","0.78947368421052633","0.10526315789473684",0.0625,"NA","0","days",0,"disturbance","NA","NA","NA","NA","erythrocyte","erythrocyte","NA","NA","NA","NA","NA","oxidative damage","GSSG","oxidised glutathione","umol/g","tableS7","light","control",3,"lux/12hours/day",0.708,0.707,48,0.912,1.274,48,1,"NA",959,"Parus_major","Parus_major",-0.196421015144815,0.0428158598971237
"s69","Raap","2016","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","13","15","2","days",2,"days","NA","NA","NA","0.68421052631578949","0.78947368421052633","0.10526315789473684",0.0625,"NA","0","days",0,"disturbance","NA","NA","NA","NA","erythrocyte","erythrocyte","NA","NA","NA","NA","NA","oxidative damage","redox state","GSH/GSSG","unitless","tableS7","light","control",3,"lux/12hours/day",10.078,13.134,48,30.304,107.009,48,1,"NA",960,"Parus_major","Parus_major",-0.263189159315131,0.0432685429146724
"s69","Raap","2016","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","13","15","2","days",2,"days","NA","NA","NA","0.68421052631578949","0.78947368421052633","0.10526315789473684",0.0625,"NA","0","days",0,"disturbance","NA","NA","NA","NA","erythrocyte","erythrocyte","NA","NA","NA","general","NA","antioxidant","TRAP","total non-enzymatic capacity; TAC","umol/g","tableS7","light","control",3,"lux/12hours/day",0.088,0.061,44,0.094,0.065,45,1,"NA",961,"Parus_major","Parus_major",-0.0943667746604762,0.0460008790151721
"s69","Raap","2016","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","13","15","2","days",2,"days","NA","NA","NA","0.68421052631578949","0.78947368421052633","0.10526315789473684",0.0625,"NA","0","days",0,"disturbance","NA","NA","NA","NA","erythrocyte","erythrocyte","NA","NA","NA","enzymatic","NA","antioxidant","GPx","glutathione peroxidase","umol/mg/min","tableS7","light","control",3,"lux/12hours/day",0.004,0.004,43,0.004,0.004,46,1,"NA",962,"Parus_major","Parus_major",0,0.046031746031746
"s69","Raap","2016","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","13","15","2","days",2,"days","NA","NA","NA","0.68421052631578949","0.78947368421052633","0.10526315789473684",0.0625,"NA","0","days",0,"disturbance","NA","NA","NA","NA","erythrocyte","erythrocyte","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","umol/mg/min","tableS7","light","control",3,"lux/12hours/day",0.32,0.217,45,0.335,0.252,47,1,"NA",963,"Parus_major","Parus_major",-0.0632552072911375,0.0443423192900102
"s69","Raap","2016","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","13","15","2","days",2,"days","NA","NA","NA","0.68421052631578949","0.78947368421052633","0.10526315789473684",0.0625,"NA","0","days",0,"disturbance","NA","NA","NA","NA","erythrocyte","erythrocyte","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg/min","tableS7","light","control",3,"lux/12hours/day",0.409,0.15,45,0.396,0.152,47,1,"NA",964,"Parus_major","Parus_major",0.0853710705684378,0.0444938091331736
"s69","Raap","2016","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","13","15","2","days",2,"days","NA","NA","NA","0.68421052631578949","0.78947368421052633","0.10526315789473684",0.0625,"NA","0","days",0,"disturbance","NA","NA","NA","NA","erythrocyte","erythrocyte","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","protein carbonyls","nmol/mg","tableS7","light","control",3,"lux/12hours/day",1.832,1.716,45,1.856,2.04,47,1,"NA",965,"Parus_major","Parus_major",-0.0126258219657277,0.0442980894172137
"s69","Raap","2016","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","postnatal","both","NA","NA","NA","NA","13","15","2","days",2,"days","NA","NA","NA","0.68421052631578949","0.78947368421052633","0.10526315789473684",0.0625,"NA","0","days",0,"disturbance","NA","NA","NA","NA","plasma/serum","plasma","NA","NA","NA","NA","lipids","oxidative damage","MDA","TBARS; marker of lipid peroxidation","nmol/g","tableS7","light","control",3,"lux/12hours/day",69.32,21.785,48,68.025,19.445,48,1,"NA",966,"Parus_major","Parus_major",0.0622154448487352,0.0425740442253756
"S72","Stachowicz","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","22","8","days","NA","NA","NA","NA",8,"days","0.63636363636363635","1","0.36363636363636365","NA","NA","NA",0.181818181818182,"105","NA","days",4.77272727272727,"disturbance","NA","NA","NA","NA","plasma/serum","plasma","NA","NA","NA","NA","lipids","oxidative damage","4HNE adducts","4-hydroxy-2-nonenal; end product of ROS-dependent lipid peroxidation","unitless","figure1","maternal restraint","control",2,"hours/day",36073387.5118144,7665350.94064609,3,23192523.2043621,13126059.674927,3,1,"NA",992,"Rattus_norvegicus","Rattus_norvegicus",0.956194174560331,1.1418848010468
"S72","Stachowicz","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","22","8","days","NA","NA","NA","NA",8,"days","0.63636363636363635","1","0.36363636363636365","NA","NA","NA",0.181818181818182,"105","NA","days",4.77272727272727,"disturbance","NA","NA","NA","NA","brain","frontal cortex","NA","NA","NA","NA","NA","gene/protein expression","PGC1α","gene involved in biogenesis0","unitless","figure3a","maternal restraint","control",2,"hours/day",0.713491706553189,0.271230979368967,6,0.998114077258138,0.108438987849857,6,1,"NA",993,"Rattus_norvegicus","Rattus_norvegicus",-1.27153175487582,0.52325741350364
"S72","Stachowicz","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","22","8","days","NA","NA","NA","NA",8,"days","0.63636363636363635","1","0.36363636363636365","NA","NA","NA",0.181818181818182,"105","NA","days",4.77272727272727,"disturbance","NA","NA","NA","NA","brain","frontal cortex","NA","NA","NA","NA","NA","gene/protein expression","CYTB","cytochrome b, gene related to biogenesis","unitless","figure3a","maternal restraint","control",2,"hours/day",0.879537087974375,0.181852732684356,6,1.02868224700708,0.398662173381977,6,1,"NA",994,"Rattus_norvegicus","Rattus_norvegicus",-0.444174203496373,0.414103390976201
"S72","Stachowicz","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","22","8","days","NA","NA","NA","NA",8,"days","0.63636363636363635","1","0.36363636363636365","NA","NA","NA",0.181818181818182,"105","NA","days",4.77272727272727,"disturbance","NA","NA","NA","NA","brain","frontal cortex","NA","NA","NA","NA","NA","gene/protein expression","ND1","NADH dehydrogenase, subunit 1, gene related to biogenesis","unitless","figure3a","maternal restraint","control",2,"hours/day",0.963334962683294,0.19263824320782,6,1.01388737590905,0.258325927482213,6,1,"NA",995,"Rattus_norvegicus","Rattus_norvegicus",-0.204716486912791,0.402265965170581
"S72","Stachowicz","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","22","8","days","NA","NA","NA","NA",8,"days","0.63636363636363635","1","0.36363636363636365","NA","NA","NA",0.181818181818182,"105","NA","days",4.77272727272727,"disturbance","NA","NA","NA","NA","brain","frontal cortex","NA","NA","NA","NA","NA","gene/protein expression","COX1","cytochrome c oxidase 1, gene related to biogenesis","unitless","figure3a","maternal restraint","control",2,"hours/day",1.06080223822267,0.261469933616981,6,1.00524116738774,0.160744248729439,6,1,"NA",996,"Rattus_norvegicus","Rattus_norvegicus",0.236227287157463,0.403358791762353
"S72","Stachowicz","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","22","8","days","NA","NA","NA","NA",8,"days","0.63636363636363635","1","0.36363636363636365","NA","NA","NA",0.181818181818182,"105","NA","days",4.77272727272727,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","gene/protein expression","PGC1α","gene involved in biogenesis0","unitless","figure3a","maternal restraint","control",2,"hours/day",0.783587045616897,0.0953063732099613,6,1.00048773994235,0.0260007756863315,6,1,"NA",997,"Rattus_norvegicus","Rattus_norvegicus",-2.86515148640604,1.11505699950532
"S72","Stachowicz","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","22","8","days","NA","NA","NA","NA",8,"days","0.63636363636363635","1","0.36363636363636365","NA","NA","NA",0.181818181818182,"105","NA","days",4.77272727272727,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","gene/protein expression","CYTB","cytochrome b, gene related to biogenesis","unitless","figure3a","maternal restraint","control",2,"hours/day",0.884176809673606,0.101130747516044,6,1.00873984547344,0.249280434851084,6,1,"NA",998,"Rattus_norvegicus","Rattus_norvegicus",-0.604244065276759,0.427649685713041
"S72","Stachowicz","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","22","8","days","NA","NA","NA","NA",8,"days","0.63636363636363635","1","0.36363636363636365","NA","NA","NA",0.181818181818182,"105","NA","days",4.77272727272727,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","gene/protein expression","ND1","NADH dehydrogenase, subunit 1, gene related to biogenesis","unitless","figure3a","maternal restraint","control",2,"hours/day",0.887484906934179,0.135237180414569,6,1.03927131683885,0.449981799778516,6,1,"NA",999,"Rattus_norvegicus","Rattus_norvegicus",-0.421557843602285,0.415070654546558
"S72","Stachowicz","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","22","8","days","NA","NA","NA","NA",8,"days","0.63636363636363635","1","0.36363636363636365","NA","NA","NA",0.181818181818182,"105","NA","days",4.77272727272727,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","gene/protein expression","COX1","cytochrome c oxidase 1, gene related to biogenesis","unitless","figure3a","maternal restraint","control",2,"hours/day",1.00977363297459,0.108559262024361,6,1.03362011194863,0.375394990545496,6,1,"NA",1000,"Rattus_norvegicus","Rattus_norvegicus",-0.0796328883616155,0.4005438141593
"s77","Welker and Congleton","2004","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tschawyscha","Chinook salmon",54,821.25,1642.5,1642.5,"days","postnatal","both","NA","NA","NA","NA","410","412","2","days",2,"days","NA","NA","NA","0.24961948249619481","0.25083713850837136","1.2176560121765602E-3",0.00117889773062187,"NA","0","days",0,"disturbance","NA","NA","72","hours","kidney","kidney","homogenate","NA","NA","NA","lipids","oxidative damage","MDA","lipid hydroperoxides; LPO","ug/g","figure1","stress (48-ST)","control (48-TC)",48,"hours",547.197640117994,118.706835406686,6,330.383480825959,58.8934886614986,5,1,"NA",1087,"Oncorhynchus_tshawytscha","Oncorhynchus_tshawytscha",2.11460935155445,0.729515644897687
"s77","Welker and Congleton","2004","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tschawyscha","Chinook salmon",54,821.25,1642.5,1642.5,"days","postnatal","both","NA","NA","NA","NA","410","412","2","days",2,"days","NA","NA","NA","0.24961948249619481","0.25083713850837136","1.2176560121765602E-3",0.00117889773062187,"NA","0","days",0,"disturbance","NA","NA","72","hours","liver","liver","homogenate","NA","NA","NA","lipids","oxidative damage","MDA","lipid hydroperoxides; LPO","ug/g","figure2","stress (48-ST)","control (48-TC)",48,"hours",258.701298701299,89.5917266112056,6,230.649350649351,47.4119899814426,5,1,"NA",1088,"Oncorhynchus_tshawytscha","Oncorhynchus_tshawytscha",0.357670277268479,0.430451127268615
"s77","Welker and Congleton","2004","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tschawyscha","Chinook salmon",54,821.25,1642.5,1642.5,"days","postnatal","both","NA","NA","NA","NA","410","412","2","days",2,"days","NA","NA","NA","0.24961948249619481","0.25083713850837136","1.2176560121765602E-3",0.00117889773062187,"NA","0","days",0,"disturbance","NA","NA","72","hours","brain","brain","homogenate","NA","NA","NA","lipids","oxidative damage","MDA","lipid hydroperoxides; LPO","ug/g","figure3","stress (48-ST)","control (48-TC)",48,"hours",188.701923076923,17.2740458460108,6,166.466346153846,19.1970121694693,5,1,"NA",1089,"Oncorhynchus_tshawytscha","Oncorhynchus_tshawytscha",1.11279187669981,0.527310680280354
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","brain","brain","isolated","NA","NA","NA","lipids","oxidative damage","MDA","malondialdehyde content; lipid peroxidation","ug/mg","figure7","isolated (IC)","control (SC)",-3,"rats",23.0392156862745,3.99159663865547,3,11.9047619047619,3.01120448179272,3,1,"NA",1116,"Rattus_norvegicus","Rattus_norvegicus",2.51276727889616,1.84877102603842
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","heart","heart","isolated","NA","NA","NA","lipids","oxidative damage","MDA","malondialdehyde content; lipid peroxidation","ug/mg","figure7","isolated (IC)","control (SC)",-3,"rats",25,1.33053221288515,3,16.8067226890756,1.96078431372549,3,1,"NA",1117,"Rattus_norvegicus","Rattus_norvegicus",3.90155899059597,3.1624608598808
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","brain","brain","isolated","NA","NA","non-enzymatic","NA","antioxidant","GSH","glutathione (GSH)","ug/mg","figure8","isolated (IC)","control (SC)",-3,"rats",68.4931506849315,7.12328767123287,3,98.3561643835616,1.91780821917808,3,1,"NA",1118,"Rattus_norvegicus","Rattus_norvegicus",-4.56785757236116,5.55888199406813
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","heart","heart","isolated","NA","NA","non-enzymatic","NA","antioxidant","GSH","glutathione (GSH)","ug/mg","figure8","isolated (IC)","control (SC)",-3,"rats",23.2876712328767,1.36986301369862,3,51.2328767123288,4.65753424657532,3,1,"NA",1119,"Rattus_norvegicus","Rattus_norvegicus",-6.495168273619,10.0010878955851
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","brain","brain","isolated","1","NA","NA","NA","metabolic capacity","ATP","ATP level","nmol/mg","figure9","isolated (IC)","control (SC)",-3,"rats",4.87594936708861,2.32405063291139,3,12.3949367088608,3.69113924050633,3,1,"NA",1120,"Rattus_norvegicus","Rattus_norvegicus",1.94510862591904,1.56128114433002
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","heart","heart","isolated","1","NA","NA","NA","metabolic capacity","ATP","ATP level","nmol/mg","figure9","isolated (IC)","control (SC)",-3,"rats",2.23291139240507,0.455696202531641,3,3.41772151898734,0.0911392405063296,3,1,"NA",1121,"Rattus_norvegicus","Rattus_norvegicus",2.8768136958758,2.91598066106782
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","brain","brain","isolated","NA","NA","NA","NA","oxidative damage","ROS","ROS","percent","table1","isolated (IC)","control (SC)",-3,"rats",54,5,3,8,2,3,1,"NA",1122,"Rattus_norvegicus","Rattus_norvegicus",9.6385985471841,18.7023053009431
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","heart","heart","isolated","NA","NA","NA","NA","oxidative damage","ROS","ROS","percent","table1","isolated (IC)","control (SC)",-3,"rats",18,4,3,7,2,3,1,"NA",1123,"Rattus_norvegicus","Rattus_norvegicus",2.77544577422218,2.30952687176011
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","brain","brain","isolated","NA","NA","NA","NA","oxidative damage","complex I, pyr/mal+SC","involvement of complex I on ROS formation","unitless","table2","isolated (IC)","control (SC)",-3,"rats",1089,58,3,640,71,3,1,"NA",1124,"Rattus_norvegicus","Rattus_norvegicus",5.52627562140025,4.96943805260536
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","heart","heart","isolated","NA","NA","NA","NA","oxidative damage","complex I, pyr/mal+SC","involvement of complex I on ROS formation","unitless","table2","isolated (IC)","control (SC)",-3,"rats",637,58,3,523,69,3,1,"NA",1125,"Rattus_norvegicus","Rattus_norvegicus",1.4270796915219,1.2620953534038
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","brain","brain","isolated","NA","NA","NA","NA","oxidative damage","complex II, suc+SC","involvement of complex II on ROS formation","unitless","table2","isolated (IC)","control (SC)",-3,"rats",868,41,3,579,94,3,1,"NA",1126,"Rattus_norvegicus","Rattus_norvegicus",3.17985242501632,2.84893753729272
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","heart","heart","isolated","NA","NA","NA","NA","oxidative damage","complex II, suc+SC","involvement of complex II on ROS formation","unitless","table2","isolated (IC)","control (SC)",-3,"rats",1426,91,3,779,72,3,1,"NA",1127,"Rattus_norvegicus","Rattus_norvegicus",6.29152839651913,6.20966941403231
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","brain","brain","isolated","0","NA","NA","NA","metabolic capacity","mitochondrial membrane potential (MMP) collapse","mitochondrial membrane potential (MMP) collapse","percent change","table3","isolated (IC)","control (SC)",-3,"rats",21,3,3,4,2,3,1,"NA",1128,"Rattus_norvegicus","Rattus_norvegicus",5.3202532359369,5.06152983131097
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","heart","heart","isolated","0","NA","NA","NA","metabolic capacity","mitochondrial membrane potential (MMP) collapse","mitochondrial membrane potential (MMP) collapse","percent change","table3","isolated (IC)","control (SC)",-3,"rats",53,7,3,7,1,3,1,"NA",1129,"Rattus_norvegicus","Rattus_norvegicus",7.34053795938636,13.9428161074727
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","brain","brain","isolated","0","NA","NA","NA","metabolic capacity","mitochondrial swelling","mitochondrial swelling","percent","table4","isolated (IC)","control (SC)",-3,"rats",39,4,3,4,1,3,1,"NA",1130,"Rattus_norvegicus","Rattus_norvegicus",9.57852512993204,21.3972949150848
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","heart","heart","isolated","0","NA","NA","NA","metabolic capacity","mitochondrial swelling","mitochondrial swelling","percent","table4","isolated (IC)","control (SC)",-3,"rats",29,3,3,2,1,3,1,"NA",1131,"Rattus_norvegicus","Rattus_norvegicus",9.63427022722496,20.0279283762946
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","brain","brain","isolated","1","NA","NA","NA","metabolic capacity","SDH activity","succinate dehydrogenase activity; complex II","percent","figure6","isolated (IC)","control (SC)",-3,"rats",84.9710982658959,1.73410404624278,3,100.19267822736,1.15606936416185,3,1,"NA",1132,"Rattus_norvegicus","Rattus_norvegicus",8.24117658115701,10.7454854583663
"s88","Sonei","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","22","49","28","days",28,"days","NA","NA","NA","1","2.2272727272727271","1.2727272727272727",0.636363636363636,"NA","0","days",0,"disturbance","NA","NA","NA","NA","heart","heart","isolated","1","NA","NA","NA","metabolic capacity","SDH activity","succinate dehydrogenase activity; complex II","percent","figure6","isolated (IC)","control (SC)",-3,"rats",81.5028901734104,3.46820809248554,3,100.385356454721,2.69749518304434,3,1,"NA",1133,"Rattus_norvegicus","Rattus_norvegicus",4.84930458686861,4.11757686533915
"s101","de Faria","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu",0.71,365,730,NA,"days","postnatal","both","NA","NA","NA","NA","365","395","30","days",30,"days","NA","NA","NA","0.5","0.54109589041095896","4.1095890410958902E-2",0.0410559592724884,"NA","0","days",0,"disturbance","NA","NA","NA","NA","liver","liver","NA","NA","NA","NA","lipids","oxidative damage","MDA","LPO, lipid peroxidation; MDA levels","nmol/mg","figure4(I)","disturbed (c, baseline)","control (A, baseline)",10,"min/day",0.201183431952663,0.0585768931160452,8,0.200280112044818,0.059420737914836,8,1,"yes",1310,"Piaractus_mesopotamicus","Piaractus_mesopotamicus",0.0144727547977421,0.285721767981289
"s101","de Faria","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu",0.71,365,730,NA,"days","postnatal","both","NA","NA","NA","NA","365","395","30","days",30,"days","NA","NA","NA","0.5","0.54109589041095896","4.1095890410958902E-2",0.0410559592724884,"NA","0","days",0,"disturbance","NA","NA","NA","NA","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","mg","figure3(I)","disturbed (c, baseline)","control (A, baseline)",10,"min/day",33.8636363636364,10.2851895445316,8,31.6883116883117,5.1425947722658,8,1,"yes",1311,"Piaractus_mesopotamicus","Piaractus_mesopotamicus",0.252892411801382,0.288820650637412
