"","study","author","year","class","order","family","genus","species","common_name","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","envirn_type","nutrition_sum","nutrition_type","admin","fasting_period","fasting_period_units","num_tissues_types","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...42","measurement_methods","ref","t1","t2","dose","units...48","mean_t1","sd_t1","n_t1","se_t1","CI95_t1","mean_t2","sd_t2","n_t2","se_t2","CI95_t2","sample_depend","control_multiple_comparisons","type","CORT_values_available","Notes","observation","SMDH","v_SMDH","ROM","v_ROM","species_phylo"
"1393","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","dCA1","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",22.2,2.21359436211787,10,0.7,"NA",22.1,1.26491106406735,10,0.4,"NA","1","no","raw","No","View study_notes",1417,0.0531206660984436,0.222320809156187,0.00451468035452661,0.00132183110083822,"Rattus_norvegicus"
"1394","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","dCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",21.7,2.84604989415154,10,0.9,"NA",24.7,2.84604989415154,10,0.9,"NA","1","no","raw","No","View study_notes",1418,-1.00944796750573,0.250527366641707,-0.129490983087518,0.00304781992204828,"Rattus_norvegicus"
"1395","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","dDG","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",27,2.84604989415154,10,0.9,"NA",32.4,1.58113883008419,10,0.5,"NA","1","no","raw","No","View study_notes",1419,-2.2462651419138,0.401499402381065,-0.182321556793955,0.00134926078341716,"Rattus_norvegicus"
"1396","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","vCA","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",22.2,1.89736659610103,10,0.6,"NA",23.7,0.632455532033676,10,0.2,"NA","1","no","raw","No","View study_notes",1420,-1.01573742379131,0.269222914530776,-0.0653827592628517,0.000801673848699403,"Rattus_norvegicus"
"1397","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","vCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",20.2,2.5298221281347,10,0.8,"NA",22.8,2.84604989415154,10,0.9,"NA","1","no","raw","No","View study_notes",1421,-0.924718481025119,0.246301614998878,-0.121077931553236,0.00312664542420343,"Rattus_norvegicus"
"1398","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","vDG","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",21.6,2.5298221281347,10,0.8,"NA",24.05,1.26491106406735,10,0.4,"NA","1","no","raw","No","View study_notes",1422,-1.17311687310406,0.274212120811877,-0.107441681861651,0.00164836608973053,"Rattus_norvegicus"
"1399","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","Cgl","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",29.7,2.84604989415154,10,0.9,"NA",41.7,3.16227766016838,10,1,"NA","2","no","raw","No","View study_notes",1423,-3.81998932345774,0.632030947266695,-0.339354082996102,0.0014933531502879,"Rattus_norvegicus"
"1400","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","PrL","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",28.9,2.21359436211787,10,0.7,"NA",40.3,2.5298221281347,10,0.8,"NA","2","no","raw","No","View study_notes",1424,-4.59288763020215,0.818508911528199,-0.332509873834251,0.000980745630615544,"Rattus_norvegicus"
"1401","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","IL","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",28.4,1.58113883008419,10,0.5,"NA",43.1,1.89736659610103,10,0.6,"NA","2","no","raw","No","View study_notes",1425,-8.06069720993852,2.08576945712483,-0.417133851942542,0.000503755747943601,"Rattus_norvegicus"
"1402","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","dCPu","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",32.5,1.89736659610103,10,0.6,"NA",30.2,1.26491106406735,10,0.4,"NA","2","no","raw","No","View study_notes",1426,1.3659863346712,0.281720614941262,0.0733981649548679,0.000516259304520278,"Rattus_norvegicus"
"1403","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","AcbC","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",43.7,2.21359436211787,10,0.7,"NA",42.4,1.58113883008419,10,0.5,"NA","2","no","raw","No","View study_notes",1427,0.647213672022033,0.235081848426724,0.0301997398636324,0.000395648091242132,"Rattus_norvegicus"
"1404","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","AcbSh","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",45.1,2.84604989415154,10,0.9,"NA",52.1,1.89736659610103,10,0.6,"NA","2","no","raw","No","View study_notes",1428,-2.77156647614445,0.467164145619236,-0.144282702250689,0.00053085363673374,"Rattus_norvegicus"
"1405","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","dCA1","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",24.5,0.632455532033676,10,0.2,"NA",26.7,2.21359436211787,10,0.7,"NA","2","no","raw","No","View study_notes",1429,-1.29421055230313,0.302290830368171,-0.0859904478555225,0.000753981968813709,"Rattus_norvegicus"
"1406","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","dCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",22.8,2.5298221281347,10,0.8,"NA",29.4,2.21359436211787,10,0.7,"NA","2","no","raw","No","View study_notes",1430,-2.65904020695914,0.422085627779073,-0.254234138384241,0.00179804146958876,"Rattus_norvegicus"
"1407","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","dDG","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",27.3,3.47850542618522,10,1.1,"NA",40.9,4.11096095821889,10,1.3,"NA","2","no","raw","No","View study_notes",1431,-3.42026770663494,0.556075428495522,-0.404243360857842,0.00263380521827009,"Rattus_norvegicus"
"1408","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","vCA","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",32.2,1.89736659610103,10,0.6,"NA",31.6,3.16227766016838,10,1,"NA","2","no","raw","No","View study_notes",1432,0.220344384366592,0.223869543603021,0.0188093319574963,0.00134865090341024,"Rattus_norvegicus"
"1409","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","vCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",40.7,4.42718872423573,10,1.4,"NA",33.5,3.47850542618522,10,1.1,"NA","2","no","raw","No","View study_notes",1433,1.73190097139466,0.310205020823507,0.194682653617529,0.00226141590433118,"Rattus_norvegicus"
"1410","Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","vDG","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation","Control",4,"hours/day",30.1,3.16227766016838,10,1,"NA",30.9,3.79473319220206,10,1.2,"NA","2","no","raw","No","View study_notes",1434,-0.219338699590163,0.223602052652064,-0.0262310121488696,0.00261189403142883,"Rattus_norvegicus"
"1411","Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","PL","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",26.1,4.36394317103236,10,1.38,"NA",29.62,3.03578655376164,10,0.96,"NA","1","no","raw","No","View study_notes",1435,-0.896761129281495,0.247262269507331,-0.126514494511005,0.00384605636419607,"Rattus_norvegicus"
"1412","Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","STR","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",28.55,5.09126703287109,10,1.61,"NA",26.77,2.87767267075323,10,0.91,"NA","1","no","raw","No","View study_notes",1436,0.412206125725174,0.228197563549709,0.0643750785697581,0.00433563366444097,"Rattus_norvegicus"
"1413","Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","NAcS","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",37.37,4.07933818161721,10,1.29,"NA",39.45,4.23745206462563,10,1.34,"NA","1","no","raw","No","View study_notes",1437,-0.478921467581572,0.228602698180948,-0.0541658037944909,0.00234536776622059,"Rattus_norvegicus"
"1414","Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","NAcC","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",34.92,2.97254100055828,10,0.94,"NA",32.67,4.90153037326099,10,1.55,"NA","1","no","raw","No","View study_notes",1438,0.531572274207661,0.231748308931536,0.0666025053584226,0.00297556112586885,"Rattus_norvegicus"
"1415","Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","dCA1","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",21,3.47850542618522,10,1.1,"NA",21.43,1.80249826629598,10,0.57,"NA","1","no","raw","No","View study_notes",1439,-0.148644417351024,0.223040065564664,-0.0202693717620626,0.00345122984043556,"Rattus_norvegicus"
"1416","Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","dCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",20.44,3.76311041560037,10,1.19,"NA",23.32,2.84604989415154,10,0.9,"NA","1","no","raw","No","View study_notes",1440,-0.826685544196709,0.242613075201831,-0.131817596146788,0.00487892954865591,"Rattus_norvegicus"
"1417","Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","dDG","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",28.29,3.73148763899869,10,1.18,"NA",34.27,2.78280434094817,10,0.88,"NA","1","no","raw","No","View study_notes",1441,-1.73985061504922,0.313147854996062,-0.191761950573042,0.0023991772383121,"Rattus_norvegicus"
"1418","Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","vCA","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",21.7,2.56144490473639,10,0.81,"NA",23.89,1.92898937270271,10,0.61,"NA","1","no","raw","No","View study_notes",1442,-0.924965438517954,0.247800941663958,-0.0961477007913043,0.00204528867106203,"Rattus_norvegicus"
"1419","Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","maternal separation 4h/day","NA","NA",1,"brain","vCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","cytochrome c oxidase histochemistry assessed by optical densitometry and histochemical staining","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",20.21,2.68793601114312,10,0.85,"NA",22.83,3.19390043677006,10,1.01,"NA","1","no","raw","No","View study_notes",1443,-0.850007244089865,0.242877355467954,-0.121897929126174,0.00372608861223891,"Rattus_norvegicus"
"1420","Recio4","Nascimento","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","both","male","0","22","23","days","0","22","23","days",46,"days","NA","55","days","nutrition","undernutrition","protein","diet","NA","NA",1,"heart","heart","isolated","NA","basal","NA","NA","respiration","basal O2 consumption","basal O2 consumption","nmol / min / mg prot","Measurement of basal mitochondrial respiration was performed in a chamber connected to a Clark-type oxygen electrode with complex I and II substrates, Lagranha et al. 2010","figure1a","Low-Prot Diet (LP)","Control (NP)",NA,"NA",19.1975545287628,6.8642682754584,9,2.2880894251528,"NA",20.0056496035191,12.648049877928,9,4.21601662597601,"NA","1","no","raw","No","View study_notes",1444,-0.075622183664197,0.250231781907424,-0.0412318112118312,0.0586173189004924,"Rattus_norvegicus"
"1421","Recio4","Nascimento","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","both","male","0","22","23","days","0","22","23","days",46,"days","NA","55","days","nutrition","undernutrition","protein","diet","NA","NA",1,"heart","heart","isolated","NA","total oxphos","NA","NA","respiration","ADP-mediated O2 consumption","ADP-mediated O2 consumption","nmol / min / mg prot","Measurement of ADP-mediated mitochondrial respiration was performed in a chamber connected to a Clark-type oxygen electrode with complex I and II substrates + ADP; Lagranha et al. 2010","figure1a","Low-Prot Diet (LP)","Control (NP)",NA,"NA",45.5923003974902,10.5597142914792,9,3.51990476382639,"NA",90.4249308932428,18.9675349569217,9,6.32251165230724,"NA","1","no","raw","No","View study_notes",1445,-2.78115230031959,0.558788222523225,-0.684781162262757,0.0108492539407484,"Rattus_norvegicus"
"1422","Recio4","Nascimento","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","both","male","0","22","23","days","0","22","23","days",46,"days","NA","55","days","nutrition","undernutrition","protein","diet","NA","NA",1,"heart","heart","isolated","1","mitochondrial efficiency","NA","NA","coupling efficiency , ADP/O ratio","RCR","Respiratory Control Rate","ratio","NA","figure1b","Low-Prot Diet (LP)","Control (NP)",NA,"NA",3.03550047664442,2.0250142993327,9,0.675004766444233,"NA",6.27142040038132,1.85845567206863,9,0.619485224022878,"NA","1","no","raw","No","View study_notes",1446,-1.58548256334132,0.329130721183225,-0.725626555512788,0.0592058032586815,"Rattus_norvegicus"
"1423","Recio4","Nascimento","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","both","male","0","22","23","days","0","22","23","days",46,"days","NA","55","days","nutrition","undernutrition","protein","diet","NA","NA",1,"heart","heart","isolated","NA","NA","NA","NA","oxidative stress","H2O2","hydrogen peroxide formation","nM / min / mg prot","by the conversion of Amplex red to highly fluorescent resorufin, Paim et al. 2008, Lagranha et al. 2010","figure2a","Low-Prot Diet (LP)","Control (NP)",NA,"NA",53.6580523703577,1.6388841348622,9,0.546294711620732,"NA",36.3645387643334,5.02139311997265,9,1.67379770665755,"NA","1","no","raw","No","View study_notes",1447,4.40906292939437,1.25357811500158,0.389037458573545,0.00222225746292136,"Rattus_norvegicus"
"1424","Recio4","Nascimento","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","both","male","0","22","23","days","0","22","23","days",46,"days","NA","55","days","nutrition","undernutrition","protein","diet","NA","NA",1,"heart","heart","isolated","NA","NA","NA","lipids","oxidative damage","MDA","Lipid peroxidation","nmol / mg prot","MDAproduction following reaction with thiobarbituric acid (TBA), Draper et al. 1993","figure2b","Low-Prot Diet (LP)","Control (NP)",NA,"NA",7.04432390467143,2.517238209065,9,0.839079403021666,"NA",4.56488206511191,1.21019889062549,9,0.403399630208495,"NA","1","no","raw","No","View study_notes",1448,1.19548623096795,0.312081329049436,0.433829493509759,0.021997501752478,"Rattus_norvegicus"
"1425","Recio4","Nascimento","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","both","male","0","22","23","days","0","22","23","days",46,"days","NA","55","days","nutrition","undernutrition","protein","diet","NA","NA",1,"heart","heart","isolated","NA","NA","enzymatic","NA","antioxidant","SOD activity","Superoxide dismutase (SOD) activity","U / mg prot","total superoxide dismutase enzyme activity (t-SOD) was performed according to the method of Misra and Fridovich (1972)","figure3a","Low-Prot Diet (LP)","Control (NP)",NA,"NA",2.1241693747878,0.976087694620941,9,0.325362564873647,"NA",3.36188582237959,1.17572876752195,9,0.391909589173984,"NA","1","no","raw","No","View study_notes",1449,-1.09078087138335,0.288439773001266,-0.459121229680974,0.0370511342255672,"Rattus_norvegicus"
"1426","Recio4","Nascimento","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","both","male","0","22","23","days","0","22","23","days",46,"days","NA","55","days","nutrition","undernutrition","protein","diet","NA","NA",1,"heart","heart","isolated","NA","NA","enzymatic","NA","antioxidant","Catalase (CAT) activity","Catalase (CAT) activity","U / mg prot","CAT activity according to the method described by Aebi (1984)","figure3b","Low-Prot Diet (LP)","Control (NP)",NA,"NA",0.403529531775988,0.0676935631949409,9,0.0225645210649803,"NA",0.687483423441804,0.180250943588697,9,0.060083647862899,"NA","1","no","raw","No","View study_notes",1450,-1.9860388293821,0.443111707933795,-0.532788043824944,0.0107649596614939,"Rattus_norvegicus"
"1427","Recio4","Nascimento","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","both","male","0","22","23","days","0","22","23","days",46,"days","NA","55","days","nutrition","undernutrition","protein","diet","NA","NA",1,"heart","heart","isolated","NA","NA","enzymatic","NA","antioxidant","GST activity","Glutathione-S-transferase (GST) activity","U / mg prot","GST activity according to the method of Habig et al (1974b)","figure3c","Low-Prot Diet (LP)","Control (NP)",NA,"NA",3.07708397708636,1.25901452306814,9,0.41967150768938,"NA",5.38194956145564,1.3103563024411,9,0.436785434147033,"NA","1","no","raw","No","View study_notes",1451,-1.70810613768789,0.34132133665848,-0.559068292712329,0.0251877061239681,"Rattus_norvegicus"
"1428","Recio4","Nascimento","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","both","male","0","22","23","days","0","22","23","days",46,"days","NA","55","days","nutrition","undernutrition","protein","diet","NA","NA",1,"heart","heart","isolated","NA","NA","enzymatic","NA","antioxidant","GR activity","Glutathione reductase (GR) activity","U / mg prot","GR activity was measured by the technique of Carlberg and Mannervik 1985","figure3d","Low-Prot Diet (LP)","Control (NP)",NA,"NA",1.42549194106596,0.636487689113022,9,0.212162563037674,"NA",2.69190151290419,1.46021951943043,9,0.486739839810144,"NA","1","no","raw","No","View study_notes",1452,-1.07065875159322,0.302419440153629,-0.635730850064822,0.0548463035016347,"Rattus_norvegicus"
"1429","Recio4","Nascimento","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","both","male","0","22","23","days","0","22","23","days",46,"days","NA","55","days","nutrition","undernutrition","protein","diet","NA","NA",1,"heart","heart","isolated","NA","NA","enzymatic","NA","antioxidant","G6PDH activity","Glucose-6-phosphate dehydrogenase (G6PDH) activity","U / mg prot","Determined spectrophotometrically using the formation rate of NADPH, Glock and McLean 1953","figure3e","Low-Prot Diet (LP)","Control (NP)",NA,"NA",3.6621829975012,1.28555478760167,9,0.428518262533891,"NA",5.17199213142644,0.994949226434157,9,0.331649742144719,"NA","1","no","raw","No","View study_notes",1453,-1.25076612142884,0.301962798157189,-0.34519852251527,0.0178036483676509,"Rattus_norvegicus"
"1430","Recio4","Nascimento","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","both","male","0","22","23","days","0","22","23","days",46,"days","NA","55","days","nutrition","undernutrition","protein","diet","NA","NA",1,"heart","heart","isolated","NA","NA","NA","NA","oxidative stress","GSH/GSSG ratio","Glutathione (GSH)  / oxidized glutathione (GSSG) ratio","ratio","NA","figure4a","Low-Prot Diet (LP)","Control (NP)",NA,"NA",0.878009762500517,0.534066204520278,9,0.178022068173426,"NA",3.77414988309611,0.827864145371034,9,0.275954715123678,"NA","1","no","raw","No","View study_notes",1454,-3.95886180550939,0.823007973161658,-1.45827272719736,0.0464562470493942,"Rattus_norvegicus"
